material_id,bulk_modulus,kvrh,cif
25,82.0,1.9138138523837167,"# generated using pymatgen
data_CaSbPt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.64081112
_cell_length_b   7.40020050
_cell_length_c   7.96904118
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaSbPt
_chemical_formula_sum   'Ca4 Sb4 Pt4'
_cell_volume   273.68024549
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.75000000  0.99212154  0.30191644  1
  Ca  Ca1  1  0.25000000  0.00787846  0.69808356  1
  Ca  Ca2  1  0.75000000  0.49212154  0.19808356  1
  Ca  Ca3  1  0.25000000  0.50787846  0.80191644  1
  Sb  Sb4  1  0.75000000  0.31393296  0.59054933  1
  Sb  Sb5  1  0.25000000  0.18606704  0.09054933  1
  Sb  Sb6  1  0.25000000  0.68606704  0.40945067  1
  Sb  Sb7  1  0.75000000  0.81393296  0.90945067  1
  Pt  Pt8  1  0.25000000  0.80234398  0.08483237  1
  Pt  Pt9  1  0.25000000  0.30234398  0.41516763  1
  Pt  Pt10  1  0.75000000  0.69765602  0.58483237  1
  Pt  Pt11  1  0.75000000  0.19765602  0.91516763  1
"
26,77.0,1.8864907251724818,"# generated using pymatgen
data_Sr(SbPd)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.71502588
_cell_length_b   4.71502588
_cell_length_c   10.79668429
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sr(SbPd)2
_chemical_formula_sum   'Sr2 Sb4 Pd4'
_cell_volume   240.02615263
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.25000000  0.25000000  0.75907139  1
  Sr  Sr1  1  0.75000000  0.75000000  0.24092861  1
  Pd  Pd2  1  0.75000000  0.25000000  0.00000000  1
  Pd  Pd3  1  0.25000000  0.75000000  0.00000000  1
  Pd  Pd4  1  0.25000000  0.25000000  0.37151071  1
  Pd  Pd5  1  0.75000000  0.75000000  0.62848929  1
  Sb  Sb6  1  0.75000000  0.25000000  0.50000000  1
  Sb  Sb7  1  0.25000000  0.75000000  0.50000000  1
  Sb  Sb8  1  0.25000000  0.25000000  0.12572972  1
  Sb  Sb9  1  0.75000000  0.75000000  0.87427028  1
"
30,58.00000000000001,1.7634279935629373,"# generated using pymatgen
data_Ca(AlGa)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.28730212
_cell_length_b   4.28730212
_cell_length_c   6.29730140
_cell_angle_alpha   109.90172670
_cell_angle_beta   109.90172674
_cell_angle_gamma   89.99999994
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca(AlGa)2
_chemical_formula_sum   'Ca1 Al2 Ga2'
_cell_volume   101.45477973
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.25000000  0.75000000  0.50000000  1
  Al  Al1  1  0.75000000  0.25000000  0.50000000  1
  Ca  Ca2  1  0.00000000  0.00000000  0.00000000  1
  Ga  Ga3  1  0.38707539  0.38707539  0.77415078  1
  Ga  Ga4  1  0.61292461  0.61292461  0.22584922  1
"
37,52.00000000000001,1.7160033436347992,"# generated using pymatgen
data_YbAgSb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.63275741
_cell_length_b   7.70196826
_cell_length_c   8.40349139
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YbAgSb
_chemical_formula_sum   'Yb4 Ag4 Sb4'
_cell_volume   299.84792195
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.25000000  0.64490286  0.43381931  1
  Ag  Ag1  1  0.75000000  0.35509714  0.56618069  1
  Ag  Ag2  1  0.25000000  0.14490286  0.06618069  1
  Ag  Ag3  1  0.75000000  0.85509714  0.93381931  1
  Sb  Sb4  1  0.75000000  0.74287721  0.61037768  1
  Sb  Sb5  1  0.25000000  0.25712279  0.38962232  1
  Sb  Sb6  1  0.75000000  0.24287721  0.88962232  1
  Sb  Sb7  1  0.25000000  0.75712279  0.11037768  1
  Yb  Yb8  1  0.25000000  0.51729810  0.80085655  1
  Yb  Yb9  1  0.75000000  0.48270190  0.19914345  1
  Yb  Yb10  1  0.25000000  0.01729810  0.69914345  1
  Yb  Yb11  1  0.75000000  0.98270190  0.30085655  1
"
40,26.0,1.414973347970818,"# generated using pymatgen
data_Yb3Ge5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.95098575
_cell_length_b   6.95098575
_cell_length_c   4.30009612
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99999997
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Yb3Ge5
_chemical_formula_sum   'Yb3 Ge5'
_cell_volume   179.92917616
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ge  Ge0  1  0.66666667  0.33333333  0.00000000  1
  Ge  Ge1  1  0.33333333  0.66666667  0.00000000  1
  Ge  Ge2  1  0.00000000  0.26850586  0.00000000  1
  Ge  Ge3  1  0.26850586  0.00000000  0.00000000  1
  Ge  Ge4  1  0.73149414  0.73149414  0.00000000  1
  Yb  Yb5  1  0.00000000  0.64277399  0.50000000  1
  Yb  Yb6  1  0.35722601  0.35722601  0.50000000  1
  Yb  Yb7  1  0.64277399  0.00000000  0.50000000  1
"
41,12.000000000000002,1.0791812460476249,"# generated using pymatgen
data_Na3Cd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.06091034
_cell_length_b   7.06091012
_cell_length_c   5.66851699
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000101
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Na3Cd
_chemical_formula_sum   'Na6 Cd2'
_cell_volume   244.74930113
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.17128687  0.34257375  0.25000000  1
  Na  Na1  1  0.65742525  0.82871213  0.25000000  1
  Na  Na2  1  0.17128687  0.82871213  0.25000000  1
  Na  Na3  1  0.82871313  0.65742525  0.74999900  1
  Na  Na4  1  0.34257475  0.17128687  0.74999900  1
  Na  Na5  1  0.82871213  0.17128687  0.74999900  1
  Cd  Cd6  1  0.33333400  0.66666800  0.74999900  1
  Cd  Cd7  1  0.66666600  0.33333200  0.25000000  1
"
49,153.00000000000003,2.184691430817599,"# generated using pymatgen
data_Ti2MnBe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.19633702
_cell_length_b   4.19634274
_cell_length_c   4.19634157
_cell_angle_alpha   59.99991672
_cell_angle_beta   60.00000792
_cell_angle_gamma   60.00001070
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ti2MnBe
_chemical_formula_sum   'Ti2 Mn1 Be1'
_cell_volume   52.25128000
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.99999958  0.00000019  0.00000044  1
  Ti  Ti1  1  0.49999994  0.50000088  0.50000087  1
  Mn  Mn2  1  0.75000063  0.74999842  0.74999792  1
  Be  Be3  1  0.24999885  0.24999951  0.24999976  1
"
63,285.0,2.45484486000851,"# generated using pymatgen
data_TiRe2W
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.43531310
_cell_length_b   4.43531310
_cell_length_c   4.43531310
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiRe2W
_chemical_formula_sum   'Ti1 Re2 W1'
_cell_volume   61.69611990
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.25000100  0.25000100  0.25000100  1
  Re  Re1  1  0.00000000  0.00000000  0.00000000  1
  Re  Re2  1  0.49999900  0.49999900  0.49999900  1
  W  W3  1  0.75000000  0.75000000  0.75000000  1
"
68,38.99999999999999,1.591064607026499,"# generated using pymatgen
data_Sr(MgSb)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.75440840
_cell_length_b   4.75440840
_cell_length_c   7.88766588
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99999997
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sr(MgSb)2
_chemical_formula_sum   'Sr1 Mg2 Sb2'
_cell_volume   154.40882107
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.66666667  0.33333333  0.37226546  1
  Mg  Mg1  1  0.33333333  0.66666667  0.62773454  1
  Sr  Sr2  1  0.00000000  0.00000000  0.00000000  1
  Sb  Sb3  1  0.33333333  0.66666667  0.25616052  1
  Sb  Sb4  1  0.66666667  0.33333333  0.74383948  1
"
69,38.99999999999999,1.591064607026499,"# generated using pymatgen
data_Ca(MgSb)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.69305906
_cell_length_b   4.69305906
_cell_length_c   7.58628443
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99999998
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca(MgSb)2
_chemical_formula_sum   'Ca1 Mg2 Sb2'
_cell_volume   144.70108674
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.66666667  0.33333333  0.36883098  1
  Mg  Mg1  1  0.33333333  0.66666667  0.63116902  1
  Ca  Ca2  1  0.00000000  0.00000000  0.00000000  1
  Sb  Sb3  1  0.33333333  0.66666667  0.24418165  1
  Sb  Sb4  1  0.66666667  0.33333333  0.75581835  1
"
78,76.0,1.8808135922807914,"# generated using pymatgen
data_TmCu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.41511010
_cell_length_b   3.41511010
_cell_length_c   3.41511010
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TmCu
_chemical_formula_sum   'Tm1 Cu1'
_cell_volume   39.83035053
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu0  1  0.00000000  0.00000000  0.00000000  1
  Tm  Tm1  1  0.50000000  0.50000000  0.50000000  1
"
80,101.00000000000001,2.0043213737826426,"# generated using pymatgen
data_ScFeGe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.49608735
_cell_length_b   6.49608735
_cell_length_c   3.96121058
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99999996
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScFeGe
_chemical_formula_sum   'Sc3 Fe3 Ge3'
_cell_volume   144.76456647
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.57817482  0.00000000  0.50000000  1
  Sc  Sc1  1  0.42182518  0.42182518  0.50000000  1
  Sc  Sc2  1  0.00000000  0.57817482  0.50000000  1
  Fe  Fe3  1  0.22753237  0.00000000  0.00000000  1
  Fe  Fe4  1  0.77246763  0.77246763  0.00000000  1
  Fe  Fe5  1  0.00000000  0.22753237  0.00000000  1
  Ge  Ge6  1  0.00000000  0.00000000  0.50000000  1
  Ge  Ge7  1  0.33333333  0.66666667  0.00000000  1
  Ge  Ge8  1  0.66666667  0.33333333  0.00000000  1
"
